ID_Auditoria,Fecha_Auditoria,Proceso_ID,Tipo_Auditoria,Auditor_ID,Numero_Hallazgos,Calificacion,Estado
AUD-10407,2020-11-02,P07,Auditoría de Seguimiento,R19,1,93.1,En Revisión
AUD-10121,2020-11-23,P04,Auditoría Interna Programada,R19,4,80.9,Cerrada
AUD-10371,2020-11-28,P05,Auditoría Externa ISO 9001,R04,3,84.8,Cerrada
AUD-10090,2020-12-03,P08,Auditoría Externa ISO 9001,R19,4,67.5,Cerrada
AUD-10118,2020-12-03,P01,Auditoría de Seguimiento,R15,0,97.6,Cerrada
AUD-10375,2020-12-23,P04,Auditoría Externa ISO 9001,R01,0,100.0,Cerrada
AUD-10358,2020-12-25,P08,Auditoría de Seguimiento,R08,2,80.3,Cerrada
AUD-10039,2020-12-26,P01,Auditoría Interna Programada,R17,6,69.1,Cerrada
AUD-10096,2021-01-04,P02,Auditoría de Seguimiento,R14,4,73.9,Cerrada
AUD-10107,2021-01-20,P08,Auditoría de Seguimiento,R04,3,86.7,Cerrada
AUD-10015,2021-02-08,P05,Auditoría Interna Programada,R18,1,92.5,Cerrada
AUD-10382,2021-02-14,P06,Auditoría Interna Programada,R13,0,96.8,Cerrada
AUD-10313,2021-02-16,P04,Auditoría de Seguimiento,R01,1,96.3,Cerrada
AUD-10340,2021-03-03,P08,Auditoría Externa ISO 9001,R02,5,69.9,Cerrada
AUD-10168,2021-03-15,P02,Auditoría Interna Programada,R18,0,100.0,Cerrada
AUD-10057,2021-03-18,P01,Auditoría de Seguimiento,R17,0,100.0,En Revisión
AUD-10398,2021-04-01,P01,Auditoría Externa ISO 9001,R14,2,78.9,Cerrada
AUD-10307,2021-04-15,P04,Auditoría Interna Programada,R12,1,95.6,Cerrada
AUD-10367,2021-04-27,P08,Auditoría de Seguimiento,R13,4,80.2,En Revisión
AUD-10299,2021-05-06,P05,Auditoría de Seguimiento,R11,4,81.1,Cerrada
AUD-10331,2021-05-18,P02,Auditoría de Seguimiento,R23,2,87.5,Cerrada
AUD-10122,2021-05-20,P05,Auditoría Externa ISO 9001,R16,1,93.1,Cerrada
AUD-10285,2021-05-24,P08,Auditoría Externa ISO 9001,R20,6,80.6,Cerrada
AUD-10061,2021-05-26,P04,Auditoría Externa ISO 9001,R21,2,87.6,Cerrada
AUD-10363,2021-06-09,P04,Auditoría Interna Programada,R13,3,81.3,Cerrada
AUD-10004,2021-07-15,P01,Auditoría Externa ISO 9001,R08,1,95.7,Cerrada
AUD-10333,2021-08-16,P02,Auditoría Interna Programada,R15,3,74.3,Cerrada
AUD-10384,2021-08-30,P01,Auditoría Interna Programada,R21,5,75.7,Cerrada
AUD-10167,2021-08-31,P03,Auditoría Interna Programada,R04,2,85.3,Cerrada
AUD-10095,2021-09-07,P05,Auditoría de Seguimiento,R02,1,96.6,Cerrada
AUD-10410,2021-09-08,P03,Auditoría Interna Programada,R18,1,96.0,Cerrada
AUD-10220,2021-09-14,P02,Auditoría de Seguimiento,R08,5,67.0,Cerrada
AUD-10261,2021-10-16,P04,Auditoría de Seguimiento,R02,2,88.3,Cerrada
AUD-10369,2021-10-17,P02,Auditoría Externa ISO 9001,R18,1,89.6,Cerrada
AUD-10065,2021-10-30,P01,Auditoría Externa ISO 9001,R18,5,73.7,En Revisión
AUD-10252,2021-11-25,P02,Auditoría Interna Programada,R11,1,95.2,Cerrada
AUD-10156,2021-12-01,P05,Auditoría Interna Programada,R15,6,53.2,Cerrada
AUD-10253,2021-12-11,P02,Auditoría Externa ISO 9001,R07,5,58.4,Cerrada
AUD-10235,2021-12-19,P08,Auditoría Externa ISO 9001,R01,2,85.8,Cerrada
AUD-10056,2022-01-09,P04,Auditoría de Seguimiento,R08,1,89.6,Cerrada
AUD-10336,2022-01-31,P02,Auditoría Externa ISO 9001,R22,2,88.2,Cerrada
AUD-10199,2022-02-03,P06,Auditoría Interna Programada,R12,2,92.7,Cerrada
AUD-10400,2022-02-22,P03,Auditoría de Seguimiento,R18,4,76.5,Cerrada
AUD-10379,2022-03-07,P06,Auditoría de Seguimiento,R08,1,97.3,En Revisión
AUD-10214,2022-04-10,P01,Auditoría de Seguimiento,R23,3,78.3,En Revisión
AUD-10408,2022-04-11,P01,Auditoría de Seguimiento,R23,4,75.4,En Revisión
AUD-10190,2022-04-27,P08,Auditoría de Seguimiento,R08,1,87.9,Cerrada
AUD-10376,2022-05-07,P07,Auditoría Externa ISO 9001,R01,2,90.9,Cerrada
AUD-10023,2022-05-31,P05,Auditoría de Seguimiento,R01,5,58.5,Cerrada
AUD-10276,2022-06-07,P06,Auditoría de Seguimiento,R02,1,91.6,Cerrada
AUD-10339,2022-06-14,P06,Auditoría Interna Programada,R01,2,86.4,Cerrada
AUD-10112,2022-07-03,P04,Auditoría Externa ISO 9001,R18,5,64.3,Cerrada
AUD-10146,2022-07-07,P04,Auditoría Externa ISO 9001,R12,3,70.1,Cerrada
AUD-10389,2022-08-07,P02,Auditoría de Seguimiento,R20,5,74.9,Cerrada
AUD-10173,2022-08-29,P05,Auditoría Externa ISO 9001,R11,0,100.0,Cerrada
AUD-10178,2022-09-06,P04,Auditoría Interna Programada,R01,4,77.9,Cerrada
AUD-10033,2022-09-23,P02,Auditoría Externa ISO 9001,R20,5,61.8,Cerrada
AUD-10160,2022-09-25,P06,Auditoría Interna Programada,R23,3,72.9,En Revisión
AUD-10055,2022-10-02,P03,Auditoría de Seguimiento,R21,0,100.0,Cerrada
AUD-10108,2022-10-04,P06,Auditoría Interna Programada,R19,5,70.9,Cerrada
AUD-10073,2022-10-28,P04,Auditoría Interna Programada,R04,2,90.7,Cerrada
AUD-10138,2022-10-30,P01,Auditoría Externa ISO 9001,R16,5,63.9,En Revisión
AUD-10116,2022-11-13,P07,Auditoría de Seguimiento,R12,3,73.5,Cerrada
AUD-10319,2022-12-09,P01,Auditoría Externa ISO 9001,R05,4,68.7,Cerrada
AUD-10329,2022-12-21,P01,Auditoría Externa ISO 9001,R17,5,79.9,Cerrada
AUD-10196,2023-01-03,P08,Auditoría Interna Programada,R02,3,79.2,Cerrada
AUD-10275,2023-01-22,P08,Auditoría Externa ISO 9001,R18,3,81.3,Cerrada
AUD-10229,2023-01-26,P08,Auditoría de Seguimiento,R22,1,86.3,Cerrada
AUD-10294,2023-01-28,P03,Auditoría Interna Programada,R05,1,86.9,Cerrada
AUD-10002,2023-02-26,P04,Auditoría de Seguimiento,R13,1,90.3,Cerrada
AUD-10198,2023-03-24,P03,Auditoría Interna Programada,R01,2,83.8,Cerrada
AUD-10290,2023-05-06,P04,Auditoría Interna Programada,R10,2,89.6,Cerrada
AUD-10195,2023-05-11,P01,Auditoría de Seguimiento,R13,1,93.5,En Revisión
AUD-10354,2023-06-13,P02,Auditoría Interna Programada,R22,1,95.0,Cerrada
AUD-10245,2023-06-29,P05,Auditoría de Seguimiento,R21,1,96.4,Cerrada
AUD-10150,2023-07-05,P06,Auditoría de Seguimiento,R10,2,90.7,Cerrada
AUD-10097,2023-07-07,P01,Auditoría Externa ISO 9001,R01,3,73.4,Cerrada
AUD-10316,2023-08-10,P07,Auditoría Externa ISO 9001,R10,1,96.4,Cerrada
AUD-10291,2023-08-24,P02,Auditoría de Seguimiento,R12,3,85.2,En Revisión
AUD-10242,2023-09-04,P01,Auditoría Interna Programada,R15,1,96.0,Cerrada
AUD-10185,2023-11-17,P06,Auditoría Interna Programada,R20,1,93.7,Cerrada
AUD-10147,2023-11-23,P06,Auditoría Interna Programada,R07,3,90.8,Cerrada
AUD-10236,2023-11-27,P01,Auditoría Interna Programada,R22,2,86.7,Cerrada
AUD-10078,2023-12-01,P04,Auditoría de Seguimiento,R02,0,97.9,Cerrada
AUD-10296,2023-12-14,P06,Auditoría de Seguimiento,R05,4,64.8,En Revisión
AUD-10204,2023-12-22,P05,Auditoría de Seguimiento,R07,0,99.0,Cerrada
AUD-10128,2024-01-12,P08,Auditoría Interna Programada,R01,2,89.8,Cerrada
AUD-10038,2024-01-13,P01,Auditoría Interna Programada,R23,2,85.8,Cerrada
AUD-10409,2024-01-20,P07,Auditoría de Seguimiento,R05,3,71.0,En Revisión
AUD-10265,2024-01-27,P01,Auditoría de Seguimiento,R22,2,82.2,Cerrada
AUD-10310,2024-02-08,P07,Auditoría Externa ISO 9001,R11,1,97.5,Cerrada
AUD-10082,2024-02-23,P06,Auditoría de Seguimiento,R01,2,90.1,Cerrada
AUD-10100,2024-02-28,P06,Auditoría Interna Programada,R07,1,96.9,Cerrada
AUD-10413,2024-03-14,P02,Auditoría de Seguimiento,R06,3,79.4,Cerrada
AUD-10325,2024-04-05,P08,Auditoría Externa ISO 9001,R13,1,93.7,Cerrada
AUD-10049,2024-04-10,P03,Auditoría Externa ISO 9001,R09,4,76.7,Cerrada
AUD-10043,2024-05-23,P03,Auditoría Externa ISO 9001,R18,3,79.8,Cerrada
AUD-10174,2024-05-24,P08,Auditoría Externa ISO 9001,R05,0,96.0,En Revisión
AUD-10420,2024-05-24,P05,Auditoría de Seguimiento,R07,1,92.4,Cerrada
AUD-10154,2024-06-02,P05,Auditoría Interna Programada,R12,2,84.7,Cerrada
AUD-10094,2024-06-26,P07,Auditoría Externa ISO 9001,R23,2,84.4,Cerrada
AUD-10251,2024-06-26,P02,Auditoría de Seguimiento,R23,3,80.0,Cerrada
AUD-10326,2024-07-21,P03,Auditoría Externa ISO 9001,R22,4,69.0,En Revisión
AUD-10182,2024-07-26,P03,Auditoría Interna Programada,R06,4,76.5,Cerrada
AUD-10117,2024-08-03,P02,Auditoría Interna Programada,R02,1,91.5,Cerrada
AUD-10288,2024-08-07,P06,Auditoría Externa ISO 9001,R12,5,55.3,Cerrada
AUD-10277,2024-09-14,P04,Auditoría Interna Programada,R13,0,97.7,Cerrada
AUD-10412,2024-09-16,P04,Auditoría Externa ISO 9001,R01,2,93.1,En Revisión
AUD-10308,2024-09-25,P04,Auditoría Interna Programada,R19,4,68.9,Cerrada
AUD-10109,2024-10-04,P03,Auditoría Interna Programada,R11,2,86.7,Cerrada
AUD-10080,2024-10-14,P08,Auditoría de Seguimiento,R23,1,98.9,Cerrada
AUD-10368,2024-10-17,P05,Auditoría Interna Programada,R21,1,95.3,Cerrada
AUD-10030,2024-11-07,P02,Auditoría de Seguimiento,R15,2,86.0,Cerrada
AUD-10091,2024-12-26,P02,Auditoría Externa ISO 9001,R23,5,71.3,Cerrada
AUD-10370,2024-12-29,P01,Auditoría Externa ISO 9001,R13,2,86.0,Cerrada
